사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-23,6호선,2635,청구,4,0,"1,544",428,"2,300","2,645","6,177","5,931","9,452","21,409","5,838","10,759","4,282","4,174","4,304","4,016","4,244","3,957","4,682","4,371","4,867","3,770","4,824","4,425","6,593","4,747","7,051","5,709","12,452","6,934","8,366","4,973","4,785","3,359","4,065","3,099","3,447","2,793","1,644","1,939",327,722,0,0,0,0,0,0
Feb-23,6호선,2636,신당,100,0,"5,862",999,"4,518","6,575","6,115","11,574","10,447","32,287","8,398","21,503","7,026","13,154","8,874","10,763","11,744","9,735","10,825","10,273","10,627","8,933","12,001","8,424","14,751","9,802","18,805","12,418","24,923","18,112","15,512","17,280","13,738","8,971","13,736","7,103","15,637","7,160","5,620","8,522","1,228","2,118",0,11,0,0,0,0
Feb-23,6호선,2637,동묘앞,163,3,"4,371",908,"4,260","3,590","8,319","6,618","13,235","21,196","10,335","17,631","9,421","14,332","11,785","14,911","15,134","15,752","15,023","16,501","17,844","16,142","20,842","14,393","22,264","13,660","23,039","13,635","21,743","16,630","11,251","12,595","8,283","8,313","6,816","8,184","5,318","8,106","2,516","7,860",464,"1,943",0,89,0,0,0,0
Feb-23,6호선,2638,창신,23,0,"2,315",273,"4,650","1,589","12,709","2,141","15,615","5,228","8,549","3,625","5,085","2,425","4,544","2,447","4,414","2,570","4,265","2,829","3,433","2,880","3,391","3,787","4,057","4,269","4,370","5,622","4,155","8,928","2,217","7,214","2,033","4,839","1,604","4,440","1,013","4,574",600,"2,859",135,851,0,0,0,0,0,0
Feb-23,6호선,2639,보문,14,0,"3,415",748,"6,568","3,105","20,105","6,262","31,840","16,844","16,277","9,538","10,232","6,883","9,189","6,137","10,489","7,155","10,561","7,610","9,465","7,117","9,474","8,534","11,126","9,930","12,335","13,960","16,858","22,521","7,924","17,544","6,120","11,087","5,822","10,634","4,660","11,152","2,614","7,729",398,"2,460",0,0,0,0,0,0
Feb-23,6호선,2640,안암(고대병원앞),8,0,"1,462","1,312","2,881","7,114","8,253","14,363","11,663","33,558","10,326","30,841","11,217","21,229","13,675","15,462","15,283","17,303","16,337","18,983","18,791","16,618","22,246","14,193","27,056","13,375","37,708","15,156","28,458","20,575","15,867","15,771","13,522","9,892","14,039","9,574","13,430","9,562","8,756","6,415","1,401","2,672",0,97,0,0,0,0
Feb-23,6호선,2641,고려대(종암),3,0,"3,216",753,"6,978","4,268","19,342","9,057","25,542","23,392","14,214","13,672","9,604","8,893","9,459","8,548","11,559","8,783","12,730","10,789","10,997","9,157","12,022","9,735","16,208","11,477","20,246","13,794","18,921","21,985","8,798","17,343","6,566","10,941","5,947","10,956","5,331","10,841","2,409","7,465",484,"2,314",0,47,0,0,0,0
Feb-23,6호선,2642,월곡(동덕여대),10,1,"5,994",790,"11,884","3,407","35,401","6,860","44,517","23,152","23,487","15,172","16,300","11,429","15,125","10,092","16,276","11,868","15,897","12,161","14,152","12,858","14,681","15,415","15,872","18,954","17,958","23,918","24,139","38,535","11,416","31,092","8,193","18,105","7,127","17,198","4,902","15,262","2,444","10,178",469,"3,317",0,0,0,0,0,0
Feb-23,6호선,2643,상월곡(한국과학기술연구원),9,2,"4,283",597,"8,257","1,587","21,040","2,880","26,959","12,057","14,200","6,597","9,310","4,855","8,714","4,480","8,910","5,486","8,307","5,955","7,299","5,694","6,897","7,772","7,531","9,345","8,204","12,583","9,226","18,962","6,026","16,553","3,095","9,539","4,806","9,053","2,553","8,462","1,265","5,897",175,"1,869",0,0,0,0,0,0
Feb-23,6호선,2644,돌곶이,9,0,"5,684","1,557","12,860","3,923","35,690","4,933","39,427","15,568","19,878","12,214","13,288","9,608","11,981","7,934","13,736","9,063","14,111","9,234","13,090","9,526","12,445","12,331","12,686","14,525","13,510","19,708","13,497","30,852","8,907","26,921","5,768","15,545","5,014","12,745","4,041","13,009","1,766","8,022",271,"2,804",0,0,0,0,0,0
Feb-23,6호선,2645,석계,"1,023",12,"7,379","1,591","17,455","4,647","44,706","5,589","51,688","11,882","26,652","8,890","19,509","8,518","16,529","10,409","17,319","12,129","16,965","13,305","14,980","14,093","13,434","17,973","13,922","23,640","14,902","29,670","14,016","49,982","9,821","41,722","7,437","23,292","6,735","20,877","5,712","19,293","3,551","12,539",660,"3,997",0,4,0,0,0,0
Feb-23,6호선,2646,태릉입구,8,1,"4,028",680,"5,923","2,587","16,074","3,344","20,365","7,359","10,606","6,061","7,886","4,837","7,683","5,677","8,001","6,295","8,168","6,933","7,425","7,198","7,403","8,159","8,073","10,702","8,414","13,412","8,950","22,992","5,497","18,824","4,343","10,260","3,986","10,020","3,277","8,696","1,732","7,002",338,"3,047",0,14,0,0,0,0
Feb-23,6호선,2647,화랑대(서울여대입구),36,0,"5,559",852,"19,485","2,555","56,304","5,112","51,500","10,594","24,276","7,817","17,027","6,580","14,372","6,194","14,536","7,415","15,129","8,751","12,010","8,578","12,059","11,174","14,352","13,139","14,129","19,791","12,049","32,863","6,394","30,862","4,148","17,308","3,736","16,028","2,847","14,089","1,226","10,150",153,"3,599",0,28,0,0,0,0
Feb-23,6호선,2648,봉화산(서울의료원),16,0,"4,441",815,"13,816","2,277","44,889","5,245","36,603","12,462","18,148","7,331","13,569","5,918","11,470","5,886","12,391","7,681","10,942","8,856","9,667","9,301","9,131","11,423","10,346","13,185","11,531","18,452","10,719","29,433","5,391","28,919","4,020","16,033","3,458","13,790","2,758","13,616","1,208","8,627",184,"3,007",0,158,0,0,0,0
Feb-23,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-23,7호선,2711,장암,1,0,"1,319",103,"6,330","1,059","16,090","1,280","9,835","1,497","4,040","1,802","2,355","1,684","1,880","1,865","2,142","2,022","2,286","1,556","2,622","1,278","2,982","1,298","3,532","1,430","3,359","1,798","2,699","3,061","1,520","3,052",927,"1,728",635,853,402,769,139,543,16,269,0,0,0,0,0,0
Feb-23,7호선,2712,도봉산,46,1,"4,526",751,"15,204","4,794","46,935","6,199","37,485","9,508","19,111","11,285","12,031","13,031","10,567","11,366","10,585","11,348","10,243","11,167","10,040","11,126","10,348","12,131","11,524","15,006","10,298","19,441","9,483","31,684","4,717","37,141","2,956","21,950","2,235","18,170","1,938","16,142",707,"11,431",121,"4,442",1,106,0,0,0,0
Feb-23,7호선,2713,수락산,40,2,"8,617",639,"18,975","4,841","43,142","6,890","45,854","15,507","26,999","14,715","20,094","15,078","17,675","14,330","18,789","16,128","19,990","14,220","19,077","14,599","18,880","17,323","18,452","21,715","18,312","26,247","18,234","39,187","10,717","41,238","7,717","23,992","6,318","19,642","4,155","17,828","2,083","12,109",254,"4,592",0,3,0,0,0,0
Feb-23,7호선,2714,마들,18,1,"9,355","1,182","23,394","2,865","59,473","5,943","59,218","10,036","29,354","8,922","21,136","9,199","19,338","9,754","20,232","11,741","17,819","13,029","15,280","14,656","14,796","17,475","14,369","21,380","12,998","26,695","12,286","43,340","7,507","45,873","5,221","24,973","3,608","21,930","2,947","20,536","1,262","13,307",169,"4,496",0,0,0,0,0,0
Feb-23,7호선,2715,노원,59,2,"6,687","2,163","13,655","5,723","36,260","12,756","37,758","43,186","25,996","40,462","25,889","30,292","29,343","30,993","31,715","32,797","32,751","37,352","34,299","36,292","38,360","37,664","40,534","39,591","42,930","45,187","46,237","59,052","28,942","50,851","28,439","24,097","22,392","19,500","20,402","16,992","8,886","11,573","1,706","3,954",0,0,0,0,0,0
Feb-23,7호선,2716,중계,8,2,"8,365","1,866","21,926","4,204","57,689","9,993","59,291","21,114","32,275","13,237","22,879","10,281","20,389","11,720","22,542","12,943","19,499","14,821","16,554","14,430","16,233","16,345","18,090","19,807","19,083","26,562","16,684","41,168","9,040","43,639","6,521","24,771","6,422","22,135","5,180","20,263","2,243","12,522",391,"4,204",0,0,0,0,0,0
Feb-23,7호선,2717,하계,13,0,"7,071","1,375","22,493","5,757","62,801","11,342","66,857","22,648","37,495","18,013","27,853","14,660","25,904","15,805","27,197","20,159","23,802","22,527","23,380","21,755","26,185","23,783","27,373","27,084","28,422","33,865","23,750","52,563","13,380","52,325","11,696","29,629","9,517","26,265","6,900","25,105","2,654","16,924",465,"5,294",0,0,0,0,0,0
Feb-23,7호선,2718,공릉(서울과학기술대),24,0,"5,620",815,"13,020","3,591","33,273","7,354","38,700","21,247","21,970","15,639","16,887","12,285","16,158","11,191","17,576","13,960","17,288","14,375","16,593","14,673","18,044","17,393","19,075","21,098","20,768","25,816","22,206","38,513","12,283","35,265","10,282","19,809","9,619","17,294","8,467","16,372","4,740","11,190",860,"4,111",0,0,0,0,0,0
Feb-23,7호선,2719,태릉입구,142,0,"7,065",949,"8,000","4,244","20,160","6,920","26,362","16,093","16,785","11,597","12,967","8,286","11,710","8,478","13,121","9,391","12,652","10,529","12,582","10,423","13,487","11,709","14,788","13,771","16,881","17,356","18,048","24,381","10,706","22,562","7,746","13,637","7,432","12,183","6,031","11,649","2,799","7,121",475,"3,243",1,"1,150",0,0,0,0
Feb-23,7호선,2720,먹골,5,0,"7,096",604,"12,017","2,818","33,186","5,223","43,226","14,634","24,436","9,001","16,076","7,703","14,951","8,505","14,766","10,951","14,291","11,246","12,891","11,695","12,567","14,670","13,753","18,444","13,814","24,136","14,513","36,006","9,351","32,734","6,994","19,127","5,927","16,596","4,308","15,106","2,028","9,425",380,"3,109",0,192,0,0,0,0
Feb-23,7호선,2721,중화,35,3,"8,028","1,001","14,215","4,360","34,297","6,515","43,761","19,583","25,494","10,107","15,736","8,545","14,446","8,959","15,018","10,582","14,499","10,849","12,517","11,990","12,031","15,201","13,512","18,441","16,366","22,714","18,044","35,232","10,907","32,437","7,296","18,900","6,055","16,752","4,334","15,811","1,882","9,820",353,"3,210",0,92,0,0,0,0
Feb-23,7호선,2722,상봉(시외버스터미널),416,7,"10,225","1,323","18,185","7,972","48,489","11,860","68,539","26,674","35,702","18,325","21,289","14,780","19,327","16,271","21,916","18,333","21,761","18,679","20,911","19,131","21,625","20,743","25,877","26,450","28,318","35,688","31,309","58,637","21,354","53,231","16,493","29,731","15,234","24,023","12,357","23,692","6,635","15,037","1,298","7,311",0,51,0,0,0,0
Feb-23,7호선,2723,면목,51,0,"12,182",691,"20,846","4,821","52,224","7,680","66,901","21,224","37,711","13,780","23,632","13,432","20,122","12,889","21,803","14,248","19,937","15,437","17,479","16,831","16,502","22,361","18,502","27,530","19,774","32,400","20,000","49,569","14,961","47,159","8,791","27,348","6,656","23,218","4,618","22,634","2,311","13,037",334,"4,728",0,0,0,0,0,0
Feb-23,7호선,2724,사가정,16,0,"10,347","1,319","20,381","5,886","50,419","9,572","66,297","23,332","39,033","15,297","24,902","13,999","21,718","14,479","23,543","15,979","21,664","17,711","20,177","19,018","19,471","24,192","20,957","29,516","23,517","37,539","23,405","59,377","16,761","51,431","11,551","29,273","10,018","25,883","8,108","22,329","4,363","12,860",788,"4,491",0,0,0,0,0,0
Feb-23,7호선,2725,용마산(용마폭포공원),3,0,"4,808",495,"9,656","2,043","21,157","3,187","27,116","8,477","15,445","5,934","9,473","5,415","7,837","4,666","8,096","5,724","7,310","6,193","6,292","6,714","6,318","8,116","7,068","10,094","7,175","12,992","7,482","19,799","4,575","17,300","2,943","10,794","2,174","9,970","1,540","9,126",906,"5,704",143,"1,966",0,0,0,0,0,0
Feb-23,7호선,2726,중곡,7,2,"5,642",665,"11,532","3,766","28,862","11,677","42,393","27,652","26,382","13,101","15,840","9,017","14,267","8,560","16,284","9,961","14,198","10,532","12,630","11,085","13,315","13,971","14,188","16,516","18,650","21,262","22,019","31,383","12,001","27,398","7,526","16,557","6,289","14,775","4,642","13,023","1,797","8,033",295,"2,784",0,0,0,0,0,0
Feb-23,7호선,2727,군자(능동),30,0,"7,651",776,"12,985","5,727","33,029","8,991","54,915","27,369","37,469","16,756","20,474","11,044","17,433","11,104","18,850","11,956","18,957","13,287","17,900","14,138","18,724","16,906","21,422","19,742","26,084","25,596","33,858","40,686","19,995","32,694","16,600","19,789","16,024","17,274","13,167","15,188","6,793","9,401","1,232","3,643",0,43,0,0,0,0
Feb-23,7호선,2728,어린이대공원(세종대),9,1,"2,888",769,"6,515","6,966","17,734","13,910","29,858","43,237","22,881","31,545","13,492","20,887","14,265","17,021","15,984","19,650","16,604","20,543","17,489","18,250","22,029","17,021","28,648","17,091","35,715","20,893","38,448","28,258","18,849","22,811","14,020","13,893","15,115","12,439","14,499","13,178","6,962","9,293","1,293","2,795",0,15,0,0,0,0
Feb-23,7호선,2729,건대입구,79,0,"3,366",938,"4,247","6,989","10,996","16,840","17,807","31,244","14,807","26,943","12,420","21,877","14,112","20,678","16,058","22,462","17,316","23,692","20,174","22,221","24,295","22,601","27,354","23,313","35,622","28,734","32,996","39,233","23,671","26,777","25,466","14,177","21,479","11,380","19,640","9,857","10,666","6,056","1,688","2,939",1,237,0,0,0,0
Feb-23,7호선,2730,뚝섬유원지,2,0,"4,461",507,"8,250","3,332","18,931","5,832","27,940","12,392","19,903","9,292","11,466","8,051","10,404","8,668","10,888","10,492","11,459","12,954","11,516","13,956","12,807","14,691","15,289","15,358","15,500","18,732","15,919","26,128","10,081","19,451","8,471","12,612","7,245","12,070","5,339","10,239","2,646","5,269",335,"1,747",0,1,0,0,0,0
Feb-23,7호선,2731,청담,31,1,"2,307","3,956","5,700","27,475","9,252","57,049","13,404","144,043","11,838","95,878","11,415","37,411","14,448","24,301","18,047","23,134","19,029","23,107","22,271","20,342","29,436","17,982","39,990","17,536","64,738","20,027","109,949","20,561","54,156","13,522","31,272","9,143","28,560","7,931","20,921","6,111","5,627","3,645",726,"2,347",0,0,0,0,0,0
Feb-23,7호선,2732,강남구청,17,0,"1,654","1,689","3,383","14,136","6,269","31,578","8,724","103,291","8,109","101,325","8,727","40,605","11,030","24,493","13,329","21,129","16,066","22,901","20,610","18,654","25,068","15,828","30,136","16,460","48,039","18,201","88,549","19,799","53,034","12,410","32,751","7,659","32,272","6,069","23,066","5,204","9,622","3,692","1,593","1,762",0,0,0,0,0,0
Feb-23,7호선,2733,학동,2,0,"1,658","1,484","4,129","24,061","7,424","51,686","10,787","174,444","9,896","140,713","10,320","55,351","13,269","27,506","17,430","23,030","19,941","27,362","25,198","23,047","33,052","18,548","42,017","18,154","79,634","18,334","160,851","19,380","79,141","12,193","38,967","7,513","34,299","6,770","24,763","4,747","9,446","3,215","1,387","1,203",0,0,0,0,0,0
Feb-23,7호선,2734,논현,24,1,"2,548","1,047","3,669","13,558","7,222","38,435","11,940","98,743","10,936","88,001","10,195","35,041","11,822","20,864","13,853","20,630","15,769","21,848","19,662","20,496","23,595","18,756","29,177","19,449","54,956","23,840","94,886","32,225","52,286","18,467","33,807","9,748","35,316","8,164","31,845","6,723","16,804","4,800","2,896","2,192",0,0,0,0,0,0
Feb-23,7호선,2735,반포,2,0,815,"1,451","2,431","11,800","6,313","10,804","10,277","17,842","7,598","15,116","5,617","9,618","5,894","9,556","7,426","9,704","8,092","8,716","9,252","8,163","10,839","7,633","19,159","7,711","17,112","8,891","16,462","11,289","10,957","6,813","8,873","4,306","9,175","3,636","6,357","3,731","2,162","2,144",358,657,0,0,0,0,0,0
Feb-23,7호선,2736,고속터미널,13,4,"1,076","2,453","2,708","19,587","9,983","33,259","17,783","46,599","24,289","34,726","24,464","27,636","27,731","26,841","28,416","24,377","28,375","27,526","29,371","23,671","35,542","19,718","39,211","19,785","51,788","21,378","49,204","23,771","31,136","15,526","32,394","8,799","29,829","8,347","22,429","5,125","6,670","2,731",662,639,0,4,0,0,0,0
Feb-23,7호선,2737,내방,7,2,"2,014","1,384","6,265","9,543","16,582","22,005","26,587","79,580","19,838","44,729","14,280","19,874","14,189","14,854","16,063","15,597","17,642","17,611","18,238","16,191","20,190","15,852","23,698","16,832","38,723","21,924","68,953","30,892","26,200","20,835","18,408","12,181","17,072","10,491","11,804","9,087","4,341","5,711",650,"2,521",1,157,0,0,0,0
Feb-23,7호선,2738,이수,11,0,"4,106","1,162","8,237","7,468","24,952","13,465","40,422","39,848","27,713","26,171","18,224","18,839","18,176","18,217","19,843","19,465","21,694","20,278","22,479","20,221","23,646","22,461","26,645","26,246","30,992","35,858","41,802","54,388","23,547","36,586","22,193","18,452","25,031","15,137","22,462","13,404","11,721","8,173","1,971","2,751",0,32,0,0,0,0
Feb-23,7호선,2739,남성,13,0,"5,489",769,"12,378","3,265","35,202","5,613","53,696","12,221","32,690","10,652","18,402","9,405","16,430","9,857","16,121","10,840","16,008","11,083","13,927","12,335","13,135","15,566","13,547","18,952","13,803","24,686","13,315","40,295","7,926","30,415","6,886","18,998","6,601","16,533","4,548","15,580","1,988","9,961",353,"3,255",0,3,0,0,0,0
Feb-23,7호선,2740,숭실대입구(살피재),10,0,"4,934",865,"11,189","3,119","32,613","5,598","46,091","12,620","28,735","16,792","18,759","12,349","16,749","11,425","17,273","13,536","17,363","14,897","15,311","15,154","15,781","18,549","16,969","20,903","20,394","27,190","17,471","43,673","9,912","32,573","8,667","21,057","8,093","18,824","6,996","18,515","3,990","12,614",709,"3,937",0,0,0,0,0,0
Feb-23,7호선,2741,상도,2,0,"4,530","1,318","10,975","4,476","30,699","6,945","42,792","16,011","27,524","13,847","16,959","11,467","14,878","9,935","16,276","11,584","15,764","13,231","14,307","12,996","14,577","15,547","16,473","17,439","17,789","22,774","18,547","38,894","10,390","27,991","8,273","18,290","7,313","16,182","6,408","15,909","3,671","10,547",720,"3,180",0,0,0,0,0,0
Feb-23,7호선,2742,장승배기,2,0,"5,395","1,137","9,649","5,195","23,671","6,592","35,837","15,405","23,316","10,975","14,727","9,415","13,201","10,009","13,522","10,516","13,621","10,610","12,137","11,440","12,084","13,802","13,505","15,196","13,629","19,240","15,151","30,416","7,809","22,505","6,294","13,925","5,594","12,958","4,805","11,376","1,889","7,708",448,"2,486",0,0,0,0,0,0
Feb-23,7호선,2743,신대방삼거리,18,4,"9,318",719,"17,288","4,627","48,160","6,706","71,854","17,071","40,918","14,231","22,379","12,156","19,731","12,513","21,050","13,775","19,342","15,363","17,866","16,849","17,351","19,965","18,573","23,770","18,675","32,991","20,488","57,631","11,555","44,934","9,625","26,035","8,117","24,406","6,683","20,696","3,254","14,245",531,"5,160",0,0,0,0,0,0
Feb-23,7호선,2744,보라매,5,0,"3,999",768,"5,955","2,766","16,605","7,665","23,806","20,427","15,269","9,718","9,213","7,812","9,043","7,821","9,251","8,838","9,592","8,516","9,228","8,438","9,810","9,171","10,510","10,949","12,963","15,427","18,771","23,807","7,744","18,232","6,712","10,370","6,150","9,352","5,146","8,608","1,969","5,393",304,"2,136",0,26,0,0,0,0
Feb-23,7호선,2745,신풍,122,2,"12,527","1,389","14,292","5,823","37,024","9,479","47,189","17,024","28,450","11,764","16,707","9,726","14,494","10,164","16,010","10,674","14,945","11,679","13,247","12,551","13,247","14,834","15,108","18,624","16,747","25,979","16,619","39,916","10,376","29,214","7,148","17,494","5,996","16,370","4,923","15,328","2,018","8,757",373,"2,910",0,396,0,0,0,0
Feb-23,7호선,2746,대림(구로구청),35,0,"10,823",835,"8,200","3,640","12,808","5,819","20,305","16,642","15,539","12,102","11,063","14,718","11,294","16,342","12,080","13,900","14,021","13,489","14,698","13,427","15,436","14,143","15,583","16,626","17,461","22,568","18,358","23,288","11,997","15,702","9,513","10,313","8,249","11,364","6,270","9,665","3,254","4,737",377,"1,083",0,0,0,0,0,0
Feb-23,7호선,2747,남구로,102,3,"16,904","1,728","14,702","8,009","26,621","28,825","32,876","92,856","21,691","43,871","14,384","18,540","13,480","13,942","14,587","13,171","14,173","14,875","13,467","13,307","15,518","15,511","19,200","22,658","41,417","27,515","69,929","29,284","30,543","21,994","17,075","14,202","11,725","15,890","7,624","13,707","3,593","7,208",490,"1,861",0,0,0,0,0,0
Feb-23,7호선,2748,가산디지털단지,604,2,"7,041","5,843","8,315","27,771","20,264","118,240","24,135","368,644","17,331","208,974","16,693","57,095","20,953","33,925","27,162","32,597","31,913","34,559","36,993","29,883","47,387","27,139","71,905","25,373","197,718","27,476","297,885","32,814","120,010","23,719","66,323","13,396","53,662","11,583","28,753","10,035","11,753","7,206","1,578","2,806",0,1,0,0,0,0
Feb-23,7호선,2749,철산,9,0,"9,340","3,808","26,430","9,939","78,609","14,770","79,233","30,758","43,700","23,369","30,501","19,518","28,587","20,269","27,967","20,578","26,456","23,956","25,576","25,347","25,101","28,010","29,180","34,108","33,538","52,456","35,345","84,432","19,505","69,025","17,025","36,409","16,892","33,013","14,400","30,375","6,988","18,425","1,179","5,518",0,0,0,0,0,0
Feb-23,7호선,2750,광명사거리,161,0,"18,499","5,381","28,074","10,600","70,459","14,155","84,244","22,424","43,631","20,931","28,903","21,250","26,867","24,161","29,324","26,433","29,690","29,498","28,879","29,828","29,252","33,405","33,216","38,041","34,132","50,421","30,956","75,851","21,001","60,320","14,962","33,164","11,422","29,109","8,700","24,122","3,718","15,787",578,"4,334",0,23,0,0,0,0
Feb-23,7호선,2751,천왕,11,0,"7,292",878,"16,688","4,390","48,500","6,726","57,183","12,473","30,907","8,019","17,736","6,220","14,101","7,638","14,750","9,773","13,713","10,310","11,830","11,418","11,198","14,363","12,256","18,150","12,697","25,474","13,554","45,161","6,842","37,634","5,121","20,843","4,024","17,637","2,699","15,088","1,169","10,091",232,"2,831",0,175,0,0,0,0
Feb-23,7호선,2752,온수(성공회대입구),138,0,"6,506",894,"15,496","3,008","43,310","6,218","48,971","12,260","22,298","7,243","12,362","6,177","10,814","5,769","11,926","6,984","10,590","8,111","8,668","8,095","8,427","10,568","9,332","13,146","11,354","20,186","11,532","36,638","5,838","28,874","4,274","17,078","3,590","14,245","2,683","13,012","1,493","8,503",296,"4,506",0,901,0,0,0,0
Feb-23,8호선,2811,암사,35,0,"13,294",740,"25,846","4,575","73,961","8,179","101,379","18,000","49,779","12,528","27,984","11,069","24,364","12,718","25,027","15,802","23,416","16,935","20,480","19,069","19,174","24,328","20,362","29,680","21,348","41,262","22,659","69,095","12,853","57,463","9,354","32,421","7,675","26,399","5,269","28,303","2,448","15,292",477,"4,340",1,643,0,0,0,0
Feb-23,8호선,2812,천호(풍납토성),58,4,"9,302","1,299","15,196","10,993","37,079","13,006","54,260","26,901","30,729","21,098","18,000","17,266","17,757","18,007","19,534","19,855","19,779","21,342","18,901","23,063","21,350","26,897","23,913","30,784","28,442","42,543","29,993","65,858","19,222","46,011","16,077","26,423","12,549","23,064","9,764","20,018","4,792","11,413","1,053","4,143",1,231,0,0,0,0
Feb-23,8호선,2813,강동구청,10,0,"4,678",930,"9,970","5,013","27,914","12,827","39,456","31,978","23,321","13,495","15,203","10,327","14,018","9,920","13,464","10,863","13,728","12,586","12,951","12,734","13,284","14,584","14,603","16,662","18,646","21,550","26,398","34,795","10,557","25,491","8,045","16,053","7,054","15,428","4,785","12,867","1,914","7,318",379,"2,551",0,0,0,0,0,0
Feb-23,8호선,2814,몽촌토성(평화의문),2,0,"1,275","1,627","3,531","7,681","10,713","8,985","17,036","24,579","11,041","13,530","7,089","7,863","6,910","8,339","7,603","7,574","7,853","7,912","8,442","7,279","9,812","7,733","13,331","9,255","16,327","11,522","21,426","16,436","9,687","12,777","7,092","7,243","7,230","7,023","5,398","6,156","2,543","3,539",510,"1,287",0,0,0,0,0,0
Feb-23,8호선,2815,잠실(송파구청),12,0,"1,141","2,454","3,952","8,753","7,578","28,745","11,786","78,896","8,767","46,619","9,125","32,860","12,133","33,170","14,544","31,743","18,488","32,662","23,714","30,250","31,002","29,740","35,523","29,381","47,368","35,044","67,043","42,467","39,244","21,616","36,397","12,042","36,587","8,340","26,031","6,578","8,711","3,598","1,569","1,445",0,49,0,0,0,0
Feb-23,8호선,2816,석촌,0,0,"2,420",536,"5,152","3,047","14,034","7,416","22,141","19,321","12,667","17,563","9,579","12,192","9,939","12,690","11,122","13,654","11,081","14,340","11,095","13,599","11,993","14,022","13,768","15,680","16,277","20,122","18,754","28,284","11,326","18,872","10,026","11,575","10,553","9,756","8,261","8,562","3,405","5,705",542,"1,982",0,40,0,0,0,0
Feb-23,8호선,2817,송파,4,0,"2,827",520,"8,002","4,531","26,859","7,064","32,903","15,611","19,213","10,320","14,316","8,394","13,282","8,317","13,533","9,662","13,111","10,792","11,942","11,649","12,626","13,727","13,435","15,177","14,781","19,561","16,814","29,271","9,215","23,019","6,399","13,256","4,753","12,947","3,757","11,913","1,610","6,828",257,"1,945",1,197,0,0,0,0
Feb-23,8호선,2818,가락시장,101,1,"2,759","2,153","4,989","6,099","9,377","12,949","11,845","36,723","9,284","15,860","8,971","10,815","9,650","11,039","9,823","10,691","10,299","10,646","11,707","10,814","13,567","11,253","13,792","12,934","18,372","15,655","27,361","20,299","11,906","14,104","10,739","8,624","11,022","8,418","9,198","6,331","4,214","3,932",834,"2,105",0,448,0,0,0,0
Feb-23,8호선,2819,문정,8,0,"2,017","3,053","6,311","12,449","20,634","49,582","30,800","166,799","17,939","75,582","14,359","26,844","15,928","18,809","18,280","16,663","20,893","19,723","23,636","18,422","25,883","17,469","32,075","18,965","77,693","22,859","122,637","35,347","41,941","24,950","28,402","13,831","25,172","12,810","17,878","11,258","6,625","6,645","1,113","1,731",0,0,0,0,0,0
Feb-23,8호선,2820,장지,19,0,"5,202","2,574","17,060","10,887","40,640","24,718","54,941","44,218","29,170","27,094","20,109","18,161","17,890","18,534","19,896","21,191","20,540","19,021","20,672","20,040","23,766","24,491","29,963","26,822","43,297","31,133","47,222","48,890","23,908","35,265","21,547","20,499","16,543","16,777","10,517","16,966","4,210","9,682",687,"2,521",0,0,0,0,0,0
Feb-23,8호선,2821,복정,7,0,"3,840","1,893","9,002","8,200","24,128","9,746","33,692","15,214","19,415","8,921","12,140","7,570","9,948","6,195","11,276","8,339","10,182","7,585","9,948","7,617","11,415","9,819","14,293","11,893","19,051","17,031","22,093","27,106","11,648","19,963","7,520","12,625","5,929","11,262","4,922","10,390","2,008","4,661",429,"1,133",0,1,0,0,0,0
Feb-23,8호선,2822,산성,32,0,"3,861",604,"7,197","3,527","19,714","2,223","23,718","5,625","12,634","4,397","8,850","4,901","7,511","4,321","7,704","4,776","7,497","5,145","6,599","5,757","6,761","7,300","7,269","9,411","7,727","11,294","6,052","20,117","3,213","16,552","1,968","10,471","1,601","9,449","1,117","9,019",495,"4,973",119,"1,911",0,4,0,0,0,0
Feb-23,8호선,2823,남한산성입구(성남법원.검찰청),55,7,"10,104","1,434","19,134","4,772","46,781","9,442","60,732","20,064","31,927","11,823","20,714","9,918","19,070","9,993","18,956","10,976","17,497","12,196","15,514","12,583","14,961","16,341","15,662","20,317","19,216","25,449","20,584","43,828","9,485","34,730","6,270","21,995","4,729","20,586","3,008","19,019","1,231","10,735",260,"4,032",0,1,0,0,0,0
