사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-23,수인선,1881,인천논현,17,0,"2,341",628,"5,746","4,383","12,268","7,841","11,957","11,866","7,160","8,653","6,580","6,348","7,370","6,455","8,085","7,484","7,498","8,002","7,546","8,144","8,622","8,377","9,482","10,368","11,477","13,587","12,661","18,125","7,283","11,205","6,435","7,597","6,076","5,988","4,740","4,846","2,323","3,314",7,617,0,0,0,0,0,0
Feb-23,수인선,1882,호구포,8,0,"1,697",732,"3,422","4,931","6,151","16,892","6,985","22,755","4,630","4,397","3,934","2,513","4,373","3,268","4,777","3,207","4,472","3,597","4,500","3,638","4,468","3,858","5,628","4,561","15,222","5,721","17,409","7,926","5,656","6,110","6,067","4,459","3,832","3,701","1,881","3,019",987,"2,213",3,343,0,0,0,0,0,0
Feb-23,수인선,1883,남동인더스파크,1,0,373,642,848,"3,853","1,232","15,005","1,787","18,643","1,263","3,399","1,354","1,373","1,480","1,418","1,777","1,485","1,736","1,462","2,384","1,240","2,553","1,119","3,544","1,222","12,121","1,460","11,116","1,655","4,079","1,989","3,979","1,284","1,649",736,468,454,133,296,3,36,0,0,0,0,0,0
Feb-23,수인선,1884,원인재,4,0,"3,226",560,"6,477","2,068","11,973","4,546","13,904","6,683","8,071","4,136","6,682","4,252","6,301","4,741","6,691","5,339","6,360","5,579","5,660","5,800","6,269","7,410","6,193","8,246","7,258","11,263","8,039","15,129","4,321","10,577","3,716","7,283","3,568","6,914","2,612","6,001","1,403","4,309",40,753,0,0,0,0,0,0
Feb-23,수인선,1885,연수,7,2,"2,613",681,"6,123","1,788","13,112","3,776","11,306","9,652","5,990","6,388","5,359","6,146","5,601","5,567","6,605","6,457","6,857","6,453","6,725","6,132","6,988","6,621","7,185","8,169","8,513","11,915","11,017","16,191","5,231","9,267","4,862","6,692","4,748","5,701","3,967","3,859","2,350","2,695",45,548,0,0,0,0,0,0
Feb-23,수인선,1886,송도,1,0,"1,837",413,"4,188","1,167","7,931","2,026","8,067","3,744","3,844","2,244","3,895","2,271","4,043","2,829","4,808","3,585","4,343","3,073","3,646","3,289","4,017","4,180","4,150","4,610","3,827","6,003","3,676","7,928","2,087","5,200","1,507","3,396","1,285","3,121",769,"2,320",401,"1,626",4,456,0,0,0,0,0,0
Feb-23,수인선,1888,인하대,36,0,"3,315",629,"9,491","3,070","20,032","4,156","15,597","10,739","7,871","6,695","7,132","6,574","7,622","5,657","8,209","7,449","8,281","6,762","7,666","7,403","8,903","8,106","11,487","9,351","11,367","14,587","9,977","21,136","5,818","12,059","5,114","8,483","4,818","8,101","3,715","5,668","2,154","3,791",39,971,0,0,0,0,0,0
Feb-23,수인선,1889,숭의,16,0,"3,029",855,"5,830","3,581","12,264","6,857","10,261","10,282","5,694","4,377","5,369","3,869","5,923","3,377","5,699","4,111","5,397","4,824","5,290","4,488","6,038","4,558","6,675","6,042","9,545","8,044","8,582","11,168","3,710","6,509","2,416","4,738","2,204","4,660","1,618","3,199",786,"2,059",8,471,0,0,0,0,0,0
Feb-23,수인선,1890,신포,3,0,"1,130",190,"1,514",792,"2,670","2,660","2,523","6,522","1,797","3,193","1,639","2,466","2,303","2,671","2,471","2,977","2,696","3,151","3,077","2,969","3,401","2,964","3,598","3,386","4,848","3,472","6,047","4,805","2,414","2,356","2,160","1,486","1,927","1,418","1,304","1,121",524,631,2,150,0,0,0,0,0,0
Feb-23,수인선,1891,인천,116,1,573,134,"1,046",911,"1,911","2,241","1,619","3,583","1,395","1,870","1,417","2,183","1,480","4,229","1,866","4,557","1,833","4,183","2,201","4,080","2,758","4,042","3,277","3,138","2,894","2,969","2,644","3,811","1,546","2,454","1,234","1,794",947,"1,583",548,"1,211",124,803,0,248,0,0,0,0,0,0
Feb-23,경강선,1501,판교,7,0,601,8,"2,051","6,558","3,971","14,940","3,437","31,068","2,303","22,186","2,302","12,101","3,081","8,775","3,817","7,445","4,608","6,068","6,251","5,355","8,911","4,633","9,883","5,979","17,909","5,995","25,592","6,316","18,314","4,277","16,305","1,921","10,549","1,570","6,400","1,218","2,259",785,2,212,0,0,0,0,0,0
Feb-23,경강선,1502,이매,1,0,498,29,"1,391",833,"4,074","2,122","3,749","2,450","1,986","1,609","1,566","1,133","1,482","1,120","1,610","1,194","1,325","1,447","1,464","1,137","1,656","1,408","1,698","1,506","2,197","2,170","2,339","2,627","1,224","2,341",996,"1,158","1,007","1,204","1,035",821,359,325,8,113,0,0,0,0,0,0
Feb-23,경강선,1503,삼동,1,0,"1,185",147,"4,180","1,369","11,470","2,224","11,579","2,807","7,060","1,064","4,270",951,"2,865","1,404","2,912","1,404","2,607","1,794","2,242","2,500","2,317","3,319","2,442","3,832","3,374","6,332","2,978","8,569","1,341","8,358",867,"5,296",557,"3,786",358,"3,823",117,"1,580",1,34,0,0,0,0,0,0
Feb-23,경강선,1504,경기광주,0,0,"2,766",251,"13,910","1,909","38,040","5,176","39,330","7,278","21,463","4,424","14,328","4,126","12,132","4,944","11,312","5,384","10,451","6,940","8,586","7,408","8,197","9,759","9,063","15,552","9,454","17,481","8,469","35,990","4,240","25,306","2,778","21,619","2,228","12,725","1,478","10,297",574,"8,162",0,35,0,0,0,0,0,0
Feb-23,경강선,1505,초월,0,0,"1,223",204,"5,084","1,296","13,405","3,902","14,035","4,591","8,531","1,967","5,300","1,818","4,836","1,936","4,525","2,093","4,250","2,573","3,277","2,951","3,237","3,816","4,310","5,120","5,507","7,166","5,141","10,173","1,973","11,511","1,514","6,668","1,034","6,511",563,"4,574",260,"3,876",0,0,0,0,0,0,0,0
Feb-23,경강선,1506,곤지암,1,0,806,86,"2,502","1,575","6,289","4,744","6,282","6,203","4,648","2,619","3,573","2,688","4,409","2,624","3,929","3,012","3,557","2,948","3,046","3,112","3,334","3,096","3,800","3,685","6,987","5,128","7,228","4,846","2,690","6,154","1,902","3,440","1,103","3,739",607,"2,335",291,"1,943",1,0,0,0,0,0,0,0
Feb-23,경강선,1507,신둔도예촌,1,0,536,98,"2,437",421,"5,611","2,447","4,439","2,921","3,441","1,350","2,923",979,"2,148","1,340","2,384","1,569","2,029","1,089","1,785","1,780","1,919","1,883","2,362","2,578","3,619","2,961","3,063","4,804","1,114","3,637",952,"3,489",542,"2,416",273,"2,264",70,"1,655",1,2,0,0,0,0,0,0
Feb-23,경강선,1508,이천,3,0,821,21,"2,726","1,007","7,172","4,283","6,734","7,613","5,312","3,641","4,916","3,179","4,886","3,951","4,685","4,096","4,194","4,133","4,029","4,045","4,397","4,556","5,181","5,016","5,551","6,697","7,230","7,423","3,581","6,798","2,944","4,778","2,415","4,015","1,250","3,464",499,"1,791",0,489,0,0,0,0,0,0
Feb-23,경강선,1509,부발,6,0,845,53,"2,440","1,172","5,833","5,005","5,617","4,146","4,230","1,811","3,744","1,681","4,380","2,035","3,385","2,401","3,392","2,165","3,307","2,543","3,267","2,998","3,681","3,388","5,652","4,729","4,900","4,189","2,948","6,260","1,704","3,962","1,083","3,678",705,"3,496",278,"1,705",0,"1,306",0,0,0,0,0,0
Feb-23,경강선,1510,세종대왕릉,0,0,168,1,663,65,886,592,"1,067",640,799,403,766,431,645,626,610,541,595,412,583,627,571,584,622,681,803,844,856,721,219,933,119,665,83,456,95,285,8,353,1,130,0,0,0,0,0,0
Feb-23,경강선,1511,여주,10,0,"1,196",4,"3,385",611,"6,232","2,368","6,036","2,568","5,058","2,506","5,211","2,632","4,380","3,007","4,328","3,345","4,175","3,451","4,232","3,511","4,568","4,497","4,514","4,452","4,406","5,631","3,127","4,805","2,471","7,071","1,609","5,375","1,151","3,800",611,"2,287",181,"3,284",3,"1,182",0,0,0,0,0,0
Feb-23,5호선,2511,방화,14,0,"4,819",6,"9,798","3,089","24,931","4,295","24,919","10,289","13,825","6,613","11,187","5,402","10,812","5,925","10,810","6,723","9,866","7,428","9,163","8,766","8,909","9,464","9,803","10,791","9,836","12,916","9,558","21,192","4,612","18,708","3,499","11,893","2,408","10,286","1,891","10,033",781,"6,313",152,"2,415",2,240,0,0,0,0
Feb-23,5호선,2512,개화산,0,0,"3,921",403,"7,446","3,671","20,137","5,663","19,626","15,512","10,396","6,576","8,078","4,942","7,573","5,130","8,174","6,037","7,691","5,778","7,079","5,908","6,853","7,185","7,890","8,591","10,675","10,575","13,673","15,638","5,477","14,908","3,231","8,450","2,744","8,471","2,300","7,570",737,"4,450",128,"1,721",0,57,0,0,0,0
Feb-23,5호선,2513,김포공항,4,0,529,"2,466","1,554","8,792","4,311","13,250","8,046","15,762","7,026","10,912","8,054","14,233","10,580","16,598","11,239","15,800","13,500","16,438","15,553","16,147","16,760","14,801","16,385","15,595","20,746","16,211","24,488","15,391","15,929","9,118","12,796","3,788","12,032","2,363","11,863","1,950","3,697","1,132",253,557,0,2,0,0,0,0
Feb-23,5호선,2514,송정,19,0,"3,227","1,004","6,977","3,266","18,058","6,020","22,115","10,374","13,332","7,115","10,434","5,755","9,406","6,330","9,435","7,457","9,131","7,766","8,872","8,221","8,737","9,189","9,615","10,804","11,349","12,753","12,401","18,977","6,933","15,400","5,340","9,746","4,199","9,143","3,593","8,668","1,837","5,307",297,"2,006",0,0,0,0,0,0
Feb-23,5호선,2515,마곡,3,0,"2,189","2,996","6,716","8,477","21,518","13,759","23,196","49,229","12,738","30,682","10,463","13,801","10,799","11,075","11,604","11,502","12,725","12,385","13,484","11,424","15,620","11,921","20,187","13,979","30,954","16,499","41,282","25,469","17,538","19,840","12,562","10,258","10,965","8,875","7,625","9,274","3,132","5,010",488,"2,231",0,0,0,0,0,0
Feb-23,5호선,2516,발산,2,0,"3,017","2,017","9,087","12,266","24,607","35,249","27,618","109,993","17,079","56,689","17,747","28,976","20,847","28,754","23,540","28,226","27,101","29,985","30,779","27,127","35,868","27,015","41,432","28,926","63,885","35,522","87,186","52,241","37,856","37,384","31,543","19,812","32,722","14,666","27,813","13,339","11,970","7,923","1,768","2,734",0,0,0,0,0,0
Feb-23,5호선,2517,우장산,0,0,"6,080",721,"19,577","3,633","51,112","8,180","54,264","17,984","28,872","14,181","23,243","12,486","22,487","12,474","23,539","15,457","22,231","18,132","19,374","19,048","19,478","21,828","20,323","25,395","20,886","32,009","18,509","50,703","11,210","40,989","8,068","23,716","6,686","21,616","5,520","22,446","1,884","13,123",309,"3,700",0,0,0,1,0,0
Feb-23,5호선,2518,화곡,237,2,"21,095","1,433","36,835","8,832","106,510","12,859","140,032","27,220","70,284","22,985","43,330","17,628","39,337","19,072","41,043","22,146","38,088","25,410","32,869","28,941","31,563","36,205","34,076","47,304","35,286","63,960","36,314","118,384","21,416","89,707","15,538","52,621","13,289","48,520","10,841","42,715","4,742","27,268",688,"8,577",1,0,0,0,0,0
Feb-23,5호선,2519,까치산,189,0,"22,336","1,444","39,107","8,330","113,765","9,035","147,890","19,221","75,450","16,778","44,690","16,794","39,690","19,262","41,475","23,191","37,635","26,357","31,773","30,713","29,510","40,894","30,790","50,510","30,459","66,397","30,319","118,439","19,050","95,040","14,318","60,204","11,899","55,631","9,930","46,867","5,229","30,231",871,"9,063",0,421,0,0,0,0
Feb-23,5호선,2520,신정(은행정),79,14,"11,117",665,"21,125","3,388","58,545","6,049","73,747","12,020","34,759","8,184","19,679","7,101","16,292","7,437","17,608","8,709","15,501","10,259","12,579","11,840","11,648","15,184","12,966","19,768","14,708","25,888","15,059","46,299","7,915","35,542","5,453","21,723","4,805","21,185","3,923","20,162","1,518","12,470",263,"3,765",0,0,0,0,0,0
Feb-23,5호선,2521,목동,7,0,"7,710","1,116","18,304","5,087","54,932","12,428","68,156","26,434","32,678","18,927","23,017","14,000","22,278","13,507","21,899","16,508","21,538","19,678","20,133","20,059","20,124","23,359","21,061","28,908","25,383","41,061","27,721","75,420","15,019","53,802","12,496","30,037","11,824","28,046","12,450","25,306","4,546","14,748",639,"4,576",0,0,0,0,0,0
Feb-23,5호선,2522,오목교(목동운동장앞),1,0,"4,888","1,577","13,756","7,485","45,227","25,332","53,735","61,631","27,820","49,745","21,567","30,712","23,319","29,843","27,039","29,642","28,322","32,683","29,336","32,407","31,743","32,611","38,430","37,030","48,821","47,937","66,586","72,370","34,662","47,299","35,924","25,991","29,105","23,547","22,920","20,403","7,749","12,108","1,090","3,365",0,0,0,0,0,0
Feb-23,5호선,2523,양평,1,0,"1,811",574,"6,041","3,116","22,863","8,355","28,159","35,503","12,360","13,810","7,627","5,707","7,729","5,544","8,310","5,745","8,052","6,904","7,571","6,732","8,202","7,135","9,340","8,223","15,673","11,740","29,766","22,161","8,399","15,835","5,475","9,937","4,491","9,573","3,281","8,668","1,497","5,301",211,"1,660",0,0,0,0,0,0
Feb-23,5호선,2524,영등포구청,3,0,999,644,"2,194","2,024","7,169","5,880","10,717","23,499","5,327","9,491","4,217","4,318","4,493","3,828","4,629","4,027","5,188","4,479","5,057","4,212","5,575","4,408","6,796","4,827","10,018","6,567","20,465","11,912","6,562","6,288","4,310","3,731","4,105","3,668","2,976","3,368","1,478","2,111",249,640,0,0,0,0,0,0
Feb-23,5호선,2525,영등포시장,3,0,"2,528",975,"5,629","4,567","21,603","12,212","32,417","35,624","14,608","20,987","10,060","15,968","10,777","15,250","12,906","18,689","13,644","21,649","14,565","17,474","18,658","14,254","23,652","14,499","28,027","18,142","38,891","31,815","16,034","19,817","11,323","11,723","10,579","11,393","7,582","10,500","3,322","6,824",457,"1,700",0,0,0,0,0,0
Feb-23,5호선,2526,신길,35,0,"1,557",283,"3,449","1,587","14,615","4,101","22,151","13,086","9,390","5,586","5,198","2,695","4,188","2,999","4,551","2,973","4,294","3,506","3,906","3,526","4,031","4,223","4,816","5,553","7,090","9,364","11,912","17,769","4,331","11,436","2,935","8,865","2,993","8,397","2,299","7,890","1,219","5,197",186,"1,615",0,0,0,0,0,0
Feb-23,5호선,2527,여의도,4,1,"1,859","3,210","3,615","26,155","8,862","135,736","12,837","214,487","10,544","79,859","11,601","32,578","17,821","32,155","18,552","29,837","23,934","32,790","29,454","26,576","37,588","24,414","51,555","24,826","138,038","29,292","171,246","37,375","69,218","17,645","57,529","9,227","47,369","7,844","27,940","6,558","9,949","3,669","1,092","1,880",0,1,0,0,0,0
Feb-23,5호선,2528,여의나루,7,0,823,"1,300","1,978","10,784","4,764","36,063","7,888","71,528","4,869","27,136","4,688","18,751","6,489","18,049","8,461","18,903","10,329","22,088","13,908","22,607","17,534","22,301","25,740","21,493","47,842","20,654","64,677","20,273","29,612","11,066","27,913","6,346","16,647","4,536","9,776","3,487","3,141","1,916",323,655,0,0,0,0,0,0
Feb-23,5호선,2529,마포,11,0,"2,133","1,181","7,315","6,464","25,108","19,422","33,996","71,667","18,336","31,809","14,616","16,299","15,002","17,080","17,113","15,651","17,984","16,008","17,051","14,725","18,470","16,191","20,541","19,206","33,864","28,916","58,803","43,853","21,651","25,538","18,311","14,436","20,574","13,328","15,108","10,996","6,322","7,111",864,"1,842",0,1,0,0,0,0
Feb-23,5호선,2530,공덕,11,0,"1,444",978,"4,786","5,864","18,888","26,825","30,690","76,733","14,970","39,355","12,542","16,867","13,798","16,329","15,653","14,939","17,190","15,196","16,749","14,979","17,982","14,849","22,137","17,207","38,610","27,622","64,714","45,451","24,818","22,894","19,938","12,699","20,970","11,706","15,902","10,384","6,899","5,824",940,"1,595",0,0,0,0,0,0
Feb-23,5호선,2531,애오개,33,0,"2,076",595,"4,700","3,937","16,542","7,887","24,304","24,344","12,023","13,116","8,212","6,460","8,520","5,828","9,014","6,290","9,570","7,763","8,202","7,671","9,336","7,640","9,515","8,650","12,799","12,582","21,228","21,023","7,625","13,483","5,349","8,177","4,207","7,389","3,113","7,078","1,137","4,411",117,"1,895",0,338,0,0,0,0
Feb-23,5호선,2532,충정로(경기대입구),16,0,915,187,"2,031","1,597","5,850","12,760","8,353","32,791","4,797","10,343","3,918","4,004","4,067","3,424","4,256","3,364","4,675","4,124","5,111","3,937","5,144","3,693","5,991","4,275","14,067","5,619","27,597","8,423","7,262","5,565","5,093","3,963","4,508","3,713","2,701","3,860","1,142","2,415",164,587,0,78,0,0,0,0
Feb-23,5호선,2533,서대문,11,0,"2,737","1,100","5,296","13,849","16,614","62,578","22,177","160,040","16,036","44,635","15,163","20,663","17,890","18,114","18,714","18,077","18,970","21,407","22,185","17,393","26,307","15,210","33,965","15,415","65,324","18,846","111,711","25,131","31,641","14,873","24,873","10,165","22,823","10,033","15,417","7,731","6,018","4,669",687,"1,451",1,39,0,0,0,0
Feb-23,5호선,2534,광화문(세종문화회관),11,0,905,"1,011","2,663","23,365","7,911","70,599","12,270","256,258","10,224","113,003","12,531","49,508","18,920","49,812","23,276","43,254","32,243","47,987","39,534","38,262","50,847","31,506","66,679","30,048","109,341","36,245","205,293","42,920","74,125","19,396","56,567","8,284","59,949","6,709","40,859","5,028","12,577","2,687","1,413",786,1,5,0,0,0,0
Feb-23,5호선,2535,종로3가,23,2,"1,424",453,"1,761","5,114","2,713","12,653","4,471","38,418","4,989","32,480","6,309","28,204","9,775","33,281","15,985","33,358","19,050","32,259","23,630","27,994","30,048","24,986","36,382","25,195","44,170","27,252","58,962","32,186","34,813","17,212","32,511","8,425","37,426","6,140","29,684","4,545","14,695","2,976","1,846","1,133",0,4,0,0,0,0
Feb-23,5호선,2536,을지로4가,1,0,386,540,693,"5,973","1,454","16,230","2,709","42,542","2,643","18,054","3,479","11,271","5,297","11,304","6,344","11,089","8,207","10,224","9,741","8,777","10,918","7,970","13,633","7,063","25,614","6,884","38,232","7,304","14,527","3,539","9,100","2,039","7,753","1,950","5,258","1,280","2,396",957,255,347,0,5,0,0,0,0
Feb-23,5호선,2537,동대문역사문화공원(DDP),1,0,178,230,487,"2,457","1,308","8,840","2,334","29,445","2,405","12,304","2,953","4,224","3,126","3,336","2,528","3,150","2,937","3,361","3,447","3,352","3,813","3,267","5,391","3,468","11,143","3,908","20,775","3,848","7,989","2,628","4,181","1,825","3,734","1,793","2,240","1,916","1,157","1,376",173,422,0,4,0,0,0,0
Feb-23,5호선,2538,청구,6,0,"1,423",177,"2,304","1,778","5,984","3,615","9,748","13,686","6,040","7,635","5,255","4,118","5,020","3,658","4,867","4,252","4,969","4,443","5,297","4,526","5,142","4,849","6,579","5,528","7,743","7,084","12,964","10,116","6,975","6,905","4,809","4,428","3,863","4,082","3,175","4,169","1,368","2,705",215,755,0,1,0,0,0,0
Feb-23,5호선,2539,신금호,35,0,"2,671",352,"6,018","2,249","18,379","5,610","26,314","11,085","14,577","7,294","9,597","5,780","8,742","5,791","9,015","7,206","9,065","7,696","8,016","8,215","7,668","9,992","8,781","11,322","8,966","15,323","9,472","24,195","6,987","16,803","4,678","10,368","3,871","9,492","2,542","8,627","1,156","5,435",218,"1,861",0,0,0,0,0,0
Feb-23,5호선,2540,행당,17,0,"3,582",621,"10,294","2,214","28,253","4,061","40,078","8,189","20,630","5,847","13,850","5,100","11,756","5,846","11,640","6,897","10,509","7,660","9,290","8,790","9,019","10,687","9,024","13,104","9,894","17,691","9,652","30,186","5,898","20,662","4,663","12,984","3,614","12,353","2,761","10,742",930,"6,497",190,"2,034",0,0,0,0,0,0
Feb-23,5호선,2541,왕십리(성동구청),11,0,"1,644",511,"1,876","2,744","5,337","5,412","8,111","16,944","4,776","8,693","4,319","6,850","4,919","7,091","5,731","7,529","5,879","8,516","6,501","8,292","7,346","7,970","8,774","8,901","9,791","11,125","14,153","16,784","8,067","9,517","7,354","5,134","7,938","4,400","7,049","3,936","3,165","2,307",575,"1,579",0,258,0,0,0,0
Feb-23,5호선,2542,마장,1,1,"2,153",560,"5,113","3,255","13,829","5,425","18,701","14,709","10,773","7,577","8,008","6,534","7,823","6,409","9,269","7,633","8,538","6,944","8,611","6,367","8,539","7,113","8,751","8,538","9,970","10,801","12,041","16,542","7,326","11,187","5,024","7,112","4,875","6,386","3,462","6,204","1,554","3,736",180,"1,380",0,3,0,0,0,0
Feb-23,5호선,2543,답십리,22,0,"8,180",961,"16,245","7,423","49,489","12,383","69,514","32,480","34,621","17,549","22,037","13,763","18,939","13,726","21,015","15,210","20,490","17,885","18,822","17,316","19,801","19,559","22,534","23,173","27,609","31,718","32,743","54,267","15,921","37,790","11,112","23,177","9,365","20,567","7,060","18,517","2,933","10,873",502,"3,626",0,1,0,0,0,0
Feb-23,5호선,2544,장한평,24,1,"6,449",821,"16,140","11,090","48,847","20,816","70,917","62,800","36,658","27,148","22,443","19,431","20,577","17,850","22,375","18,422","21,798","19,247","20,697","18,143","22,127","21,164","29,263","25,779","38,567","36,251","59,161","62,168","24,727","44,586","15,203","26,344","12,016","24,024","9,191","21,614","4,197","13,966",634,"4,186",2,97,0,0,0,0
Feb-23,5호선,2545,군자(능동),39,0,"6,406",641,"10,454","4,808","30,159","7,264","44,229","24,390","20,905","15,463","13,217","11,047","12,622","11,568","14,204","13,250","14,534","14,439","13,249","14,703","13,934","16,492","15,391","20,690","19,868","31,116","26,068","52,808","15,036","35,830","12,611","20,331","12,703","17,922","10,700","17,315","5,885","11,216","1,026","5,523",3,"1,037",0,0,0,0
Feb-23,5호선,2546,아차산(어린이대공원후문),2,0,"7,953","1,297","15,149","5,113","37,400","10,234","54,115","23,800","30,414","17,562","20,182","19,176","19,206","18,449","22,696","18,594","23,553","18,651","22,975","19,274","23,025","21,818","25,871","25,139","25,541","31,806","26,986","49,886","15,522","36,863","11,580","22,715","10,370","19,230","7,517","17,344","3,105","10,605",465,"3,389",0,0,0,0,0,0
